qid	answer	tigan	o1	p1	o2	p2	o3	p3	tail
129	1	IMAGEIMAGEIMAGEp011_img01_xref90__DOT__png	(1)	當心自行車。	(2)	當心行人。	(3)	當心機車。	
130	3	IMAGEIMAGEIMAGEp011_img02_xref92__DOT__png	(1)	近鐵路平交道。	(2)	高 (快) 速公路車輛保持距離。	(3)	高 (快) 速公路出口距離。	
131	1	IMAGEIMAGEIMAGEp011_img03_xref93__DOT__png	(1)	高(快)速公路交流道名稱。	(2)	地名里程。	(3)	高（快）速公路出 口距離。	
132	3	IMAGEIMAGEIMAGEp011_img04_xref94__DOT__png	(1)	產業道路。	(2)	縣道路線編號標誌。	(3)	區、鄉道路線編號標誌。	
133	2	IMAGEIMAGEIMAGEp011_img05_xref95__DOT__png	(1)	一般公路之省道路線編號標誌。	(2)	快速公路之省道路線編號標誌。	(3)	最高速限標誌。	
134	1	IMAGEIMAGEIMAGEp011_img06_xref96__DOT__png	(1)	停車處。	(2)	公園。	(3)	迴轉道。	
135	1	IMAGEIMAGEIMAGEp011_img07_xref97__DOT__png	(1)	公路汽車客運車站或轉運站。	(2)	捷運車站。	(3)	計程車招呼站。	
136	1	IMAGEIMAGEIMAGEp011_img08_xref98__DOT__png	(1)	車道指定自行車專行。	(2)	車道指定汽車專行。	(3)	車道指定機車 專行。	
137	1	IMAGEIMAGEIMAGEp011_img09_xref100__DOT__png 圖中路口交叉型標線是？	(1)	對角線行人穿越道線。	(2)	網狀線。	(3)	自行車穿越道線。	
138	1	IMAGEIMAGEIMAGEp011_img10_xref101__DOT__png 駕駛人如果在道路上發現圖中的橫向標線時，應該如何反應？	(1)	減速慢 行。	(2)	加速通過。	(3)	檢查輪胎。	
139	1	IMAGEIMAGEIMAGEp011_img11_xref102__DOT__png 自行車騎士手勢預告即將	(1)	右轉	(2)	左轉	(3)	減速暫停。	
140	3	IMAGEIMAGEIMAGEp012_img01_xref105__DOT__png 自行車騎士手勢預告即將	(1)	右轉	(2)	左轉	(3)	減速暫停。	
141	1	用以劃分路面成雙向車道，禁止車輛跨越行駛，並不得迴轉的「黃色雙實線」稱為什麼？	(1)	分向限制線。	(2)	路面邊線。	(3)	禁止變換車道線。	
142	3	汽車駕駛人行經鐵路平交道時，若車輛在鐵軌上突然熄火且無法發動，此時警鈴已響、遮斷器 開始降下。根據事故預防與緊急處置程序，下列哪一項應變作為最正確？	(1)	立即打電話給保險公司或拖吊車，等專業人員到場處理。	(2)	因為還沒看到火車，為了保護車輛，應該留在車 內不斷嘗試重新發動引擎，直到發動為止。	(3)	應立即按下平交道旁的「緊急鈕」，並設法將 車輛推離軌道；若火車已近，應迅速離開車輛往兩側空曠處逃生。	
143	1	以下對於輪胎維護的敘述何者正確？	(1)	定期檢查胎壓，保持正常胎壓可減少油耗並延長輪胎壽命。	(2)	輪胎胎面磨損至胎面磨耗指示點後，只要沒爆胎就繼續駕駛。	(3)	胎壓越高越省 油，所以應該充氣到極限。	
144	1	汽車行經鐵路平交道，遇車輛拋錨等突發狀況卡在鐵軌上無法駛離時，駕駛人應如何處置最為正確？	(1)	立即按下平交道旁之紅色「緊急按鈕」，並設法將車輛推離軌道。	(2)	只要平交道 感應器啟動，火車會自動煞停，人留在車上即可。	(3)	立即撥打 110。	
145	2	行近鐵路平交道，若遮斷器故障保持在上方未放下，但現場已有看守人員手持旗號示警，駕駛人應如何處置？	(1)	觀察無來車可直接通過。	(2)	應立即減速停車，服從看守人員指揮停止或 通行。	(3)	鳴按喇叭後快速通過，以免影響交通。	
146	1	車輛行經平交道遇拋錨或障礙時，應立即進行應變。其順序為：	(1)	按下「平交道緊急按鈕」→ 「將故障車輛推離平交道」→「火車接近時，人員迅速跑離平交道」。	(2)	「火車接近時，人員迅速跑離平交道」→「將故障車輛推離平交道」→按下「平交道緊急按鈕」。	(3)	按下「平交道 緊急按鈕」→「火車接近時，人員迅速跑離平交道」。→「將故障車輛推離平交道」。	
147	3	汽車駕駛人行近鐵路平交道前方車輛已通過，警示燈光已亮、警鈴已響起，下列何者正確？	(1)	可緊跟前車通過。	(2)	繼續加速通過。	(3)	應於鐵路平交道停止線前停車。	
148	3	下列何項在鐵路平交道的行為，違者可處新臺幣 15,000元以上 90,000元以下罰鍰？	(1)	不將時速減至十五公里以下。	(2)	在平交道前 10 公尺處停車。	(3)	在平交道上超車、迴轉、 倒車或臨時停車。	
149	3	關於在鐵路平交道違規之處罰，下列敘述何者正確？	(1)	在鐵路平交道超車或臨時停車，因屬一般違規停車行為，處新臺幣600元至1,200元罰鍰。	(2)	在鐵路平交道迴車或倒車，比照「在禁止迴車路段迴車」之規定，處新臺幣600元至1,800元罰鍰。	(3)	在鐵路平交道超車、迴車、倒車、臨時停車或停車，因涉及列車碰撞之重大風險，處新臺幣 15,000元至90,000元罰鍰並吊扣駕照1年。	
150	3	汽車行駛至有大眾捷運系統共用通行之交岔路口，遇警鈴已響、閃光號誌已顯示時，駕駛人應如何處理？	(1)	只要捷運車輛還沒到，應快速通過。	(2)	鳴喇叭提醒捷運車輛減速，並快速 通過。	(3)	應暫停待捷運車輛通過後，看、聽兩方無捷運車輛駛來，始得通過。	
151	2	汽車行近鐵路平交道前，若前車尚未駛離平交道，後車應如何處理？	(1)	緊隨其後進入。	(2)	應停在停止線後方，俟前車駛離平交道適當距離而後車能安全通過後，方可通過。	(3)	按鳴喇 叭催促前車快走。	
152	2	若車輛在鐵路平交道上熄火時，緊急應變的正確順序為何？	(1)	撥打 119、將車推離、按下平交道旁緊急按鈕。	(2)	按下平交道旁緊急按鈕、將車推離、人員儘快離開平交道。	(3)	連續按 鳴喇叭、將車推離、撥打 119。	
153	2	行近鐵路平交道時，若看到警鈴已響、閃光告警燈已閃爍，但遮斷器還沒放下來，駕駛人應該：	(1)	立刻加速通過平交道。	(2)	應即在停止線前停下，不得強行進入。	(3)	先觀察是否有 火車後再決定是否通過。	
154	2	關於「強制汽車責任保險」，若駕駛人因酒後駕車肇事，保險公司在給付受害人理賠金後，法律上如何處理？	(1)	為法定車輛保險理賠，不予向酒駕者追償。	(2)	保險公司可代位行使求償 權，向酒駕者追償已支付之賠償金。	(3)	由政府預算補償保險公司。	
155	3	下列何種駕駛行為，最符合環保駕駛原則？	(1)	為保持動力順暢，行駛中適時補油門提高轉速。	(2)	為避免頻繁啟動耗油，長時間停等紅燈時持續怠速運轉。	(3)	預期前方車流狀況，平穩加減 速、避免急踩油門並保持安全距離。	
156	1	國道曾發生多起車輛啟用先進駕駛輔助系統(ADAS)系統追撞緩撞車的事故，下列有關ADAS的敘述，何者錯誤？	(1)	具自動駕駛功能，不需要駕駛人主動監督路況。	(2)	追撞緩撞車係由於系 統未能正確辨識靜止物。	(3)	具輔助駕駛功能，協助駕駛提高行車安全性。	
157	1	在國道行車時，常會看到後方裝有大型黃色緩衝裝置的「緩撞車」(或緩撞拖車)。關於緩撞車 的功能與認知，下列敘述何者正確？	(1)	它是為了加強防護施工人員及事故處理者，避免遭分心駕駛車輛直接撞擊並吸收大量撞擊動能、保護施工人員的「防護盾牌」。	(2)	緩撞車只會出 現在夜間施工路段。	(3)	緩撞車可以百分之百吸收撞擊力，撞上去也沒關係。	
158	3	自中華民國115年2月28日起新登檢領照之自用小客車有黏貼隔熱紙者，前擋風玻璃可見光透過率應為：	(1)	50%以上。	(2)	60%以上。	(3)	70%以上。	
159	1	受限制駕駛人不依規定駕駛安裝「車輛點火自動鎖定裝置(酒精鎖)」之車輛者，除處罰鍰外，該車輛應如何處置？	(1)	當場移置保管該汽車。	(2)	吊扣該汽車牌照一年。	(3)	沒入該汽車 輛並公開拍賣。	
160	3	汽車行至交岔路口，即便前方號誌為「綠燈」，但聽聞後方或橫向有緊急車輛（如救護車）警號時：	(1)	本車有優先路權，應儘速通過路口。	(2)	緊跟前車行駛即可。	(3)	應避讓緊急車輛 優先通行，不可因綠燈而強行搶道。	
161	1	國道路肩（外側路肩）在特定時段會開放行駛。下列有關路肩的使用規定，何者錯誤？	(1)	為了躲避前方主線塞車，可以隨時切入路肩行駛。	(2)	行駛開放路肩至終點前，應依序切回主線 車道。	(3)	若無公告開放，路肩僅供救護車、消防車及公務執行車輛通行。	
162	1	檢查自動變速箱油量時，通常需要在什麼狀態下檢查較準確？	(1)	引擎啟動怠速且達到工作溫度。	(2)	冷車熄火狀態。	(3)	車輛發動時即可檢查。	
163	1	以下對於輪胎維護的敘述何者正確？	(1)	定期檢查胎壓，保持正常胎壓可減少油耗並延長輪胎壽命。	(2)	輪胎胎面磨損至胎面磨耗指示點後，只要沒爆胎就繼續駕駛。	(3)	胎壓越高越省油， 所以應該充氣到極限。	
164	3	領有汽車駕照，駕駛重型機車者：	(1)	免罰。	(2)	罰緩。	(3)	罰緩並禁止其行駛。	
165	2	汽車行駛至鐵路平交道，警鈴已噹噹響起，鐵路平交道號誌雙紅燈閃爍，此時若車輛因故停留 於軌道區且無法駛離時，駕駛人最重要的保命處置程序為何？	(1)	留在車上猛踩油門試圖脫困。	(2)	儘速按下「緊急按鈕」、或以手機撥打免付費緊急通報電話「1933」通知相關單位。	(3)	先下車尋找附近民眾幫忙將車輛推離。	
166	2	鐵路平交道上無看守人員管理或無遮斷器、警鈴、閃光號誌之設備者駕駛人應在軌道外多少公尺前暫停、看、聽鐵路兩方無火車來時，始得通過：	(1)	1～2公尺前。	(2)	3～6公尺前。	(3)	4 ～8公尺前。	
167	2	汽車駕駛人在一年內違規記點共達多少點時，應施以道路交通安全講習？	(1)	9點。	(2)	12點。	(3)	5點。	
168	2	汽車駕駛人駕駛汽車肇事，無人受傷或死亡而未依規定處置且逃逸者，除處新臺幣1,000元上3,000元以下罰鍰外，應併予何種處分？	(1)	吊銷其駕駛執照。	(2)	吊扣駕駛執照1~3個月。	(3)	吊扣汽車牌照1~3個月。	
169	3	未滿60歲之職業駕駛人之職業駕駛執照，應自發照之日起，應每滿幾年審驗 1 次？	(1)	每1年審驗1次。	(2)	每2年審驗1次。	(3)	每3年審驗1次。	
170	2	根據法規定義，以規定之線條、圖形、標字或其他導向裝置，劃設於路面或其他設施上，用以管制道路上車輛駕駛人與行人行止之交通管制設施，稱之為？	(1)	標誌。	(2)	標線。	(3)	號誌。	
171	3	當車輛故障於高速公路邊待援並設置警告標誌及警示燈時，下列敘述何者正確？	(1)	全體乘員應留在車內並繫好安全帶。	(2)	駕駛應站在車輛正後方指揮交通者。	(3)	乘員應退至護欄外或安 全防護後方。	
172	2	行駛中若發現儀表板紅色「煞車系統警示燈」持續亮起（已確認手煞車完全放下），駕駛人應如何正確處理？	(1)	只要煞車還踩得動，應維持原速行駛至目的地再行檢查。	(2)	應立即開啟閃 光警示燈，減速靠邊停靠安全處所並聯絡拖吊。	(3)	放鬆油門，踩煞車踏板直到燈號熄滅為止。	
173	2	汽車出廠滿8年汽車所有人未依規定期限實施排放空氣污染物定期檢驗之法律責任，下列敘述何者正確？	(1)	記該車違規紀錄1次，不需罰鍰。	(2)	依法應處以罰鍰並限期完成改善。	(3)	屬 自主管理項目不具任何法律約束。	
174	2	自民國96年2月起，已領有大貨車駕照「直接晉級」考領聯結車駕照者，其駕駛資格為何？	(1)	得駕駛大客車。	(2)	不得駕駛大客車。	(3)	僅得在夜間駕駛大客車。	
175	1	自民國112年6月30日起，新考領大貨車駕駛執照者，依規定得駕駛下列哪種車輛？	(1)	小型車。	(2)	普通輕型機車。	(3)	曳引車。	
176	2	IMAGEIMAGEIMAGEp014_img01_xref110__DOT__png 下列敘述何者正確？	(1)	本標誌用以指示駕駛人，從中壢進入高速公路有 二處入口。	(2)	本標誌用以指示駕駛人，前面二處高速公路出口通往地點都是中壢。	(3)	本標誌用以指示駕駛人，前方僅第二處高速公路出口通往地點 中壢。	
177	1	IMAGEIMAGEIMAGEp014_img02_xref111__DOT__png	(1)	餐旅服務。	(2)	服務區。	(3)	休息站。	
178	3	汽缸總排氣量在 1,200立方公分(Ｃ.Ｃ.)以下之汽車在高速或快速公路行駛有無限制？	(1)	有行駛時間限制。	(2)	出廠10年以上的車禁止行駛。	(3)	無限制。	
179	2	關於超車時的排檔操作方式，下列敘述何者正確？	(1)	先將排檔升高一檔，以增加加速力完成超車。	(2)	先將排檔降低一檔，以增加加速力完成超車。	(3)	先將排檔升高二檔，以增加加速力 完成超車。	
180	1	在高速公路服務區、休息站內停放之車輛，其停放時間最多以多久為限？	(1)	4 小時。	(2)	12小時。	(3)	並無時間限制，但不得超過該服務區營業時間。	
181	1	關於長下坡路段善用引擎煞車以輔助控制車速，下列敘述何者正確？	(1)	手排車可自由選擇檔位，引擎煞車效果較自排車為佳，但仍應搭配腳煞車使用。	(2)	自排車排入D檔時，變速箱會自動調整至最佳檔位，引擎煞車效果與手排車相當。	(3)	無論手排或自排車，引擎煞車已足以應付各種下坡狀況，無需額外使用腳煞車。	
182	2	行駛中儀錶板「低引擎機油壓力」警示燈突然亮起，駕駛人應如何處置？	(1)	該燈號僅為保養提醒，可待下次定期保養時再檢查機油。	(2)	應儘速安全靠邊停車熄火，檢查機油量並聯絡維修， 不宜繼續行駛。	(3)	應立即加速提高引擎轉速，使機油幫浦增壓恢復正常油壓。	
183	2	請問下列哪一個是禁止停車的標誌?	(1)	IMAGEIMAGEIMAGEp015_img01_xref115__DOT__png	(2)	IMAGEIMAGEIMAGEp015_img02_xref116__DOT__png	(3)	IMAGEIMAGEIMAGEp015_img03_xref117__DOT__png	
184	1	圖1 IMAGEIMAGEIMAGEp015_img04_xref118__DOT__png 圖2 IMAGEIMAGEIMAGEp015_img05_xref119__DOT__png 圖3 IMAGEIMAGEIMAGEp015_img06_xref120__DOT__png 下列敘述何者正確?	(1)	上列標誌，皆為停車檢查標誌。	(2)	只有圖2是停車檢查標誌。	(3)	只 有圖1、圖2是停車檢查標誌。	
185	3	下列何者非「停車再開」？	(1)	IMAGEIMAGEIMAGEp015_img07_xref121__DOT__png	(2)	IMAGEIMAGEIMAGEp015_img08_xref122__DOT__png	(3)	IMAGEIMAGEIMAGEp015_img09_xref123__DOT__png	
186	3	有關汽車省油駕駛方法，下列何者正確？	(1)	冷車啟動後原地踩油門完成暖車再行駛。	(2)	轉彎要柔和、平穩，應儘量避免使用引擎煞車。	(3)	與前車保持安全距離，避免緊急煞車。	
187	1	IMAGEIMAGEIMAGEp015_img10_xref124__DOT__png 汽車儀表板上顯示此圖示時，通常是指:	(1)	遠光指示燈。	(2)	霧燈指示燈。	(3)	大燈指示燈。	
188	2	依據法規定義，「道路」不包含下列何處？	(1)	騎樓、走廊。	(2)	私人停車場。	(3)	廣場、巷衖。	
189	2	欲利用引擎煞車減速（如下長坡）時，應如何操作？	(1)	開啟O/D檔。	(2)	關閉O/D檔或切換低速檔。	(3)	切換至N檔。	
190	1	汽車駕駛人因違反道路交通安全規則，致人重傷者，除罰鍰外還會受到何種處分？	(1)	吊扣駕照3個月至6個月。	(2)	吊銷駕照。	(3)	沒入車輛。	
191	2	行駛中急踩剎車時，車體右後側向右甩滑失控，方向盤應如何操作？	(1)	向左修正。	(2)	向右修正。	(3)	保持直行。	
192	2	關於「繳銷」牌照之敘述，下列何者正確？	(1)	車輛永久不得再使用。	(2)	車輛經檢驗合格得重新申請牌照。	(3)	毋須向監理機關申請異動登記。	
193	2	「禁止會車」與「雙向道」兩種標誌均涉及對向來車，關於兩者差異之敘述，下列何者正確？	(1)	「禁止會車」為警告標誌，預告前方有對向來車；「雙向道」為禁制標誌，禁止車輛雙向 通行。	(2)	「禁止會車」為禁制標誌，禁止兩車在該路段交會；「雙向道」為警告標誌，預告 前方道路由單行道轉為雙向通行。	(3)	兩者功能相同，皆為提醒前方有對向來車，僅設置路段 寬度不同。	
